LOCATION,\sITEM NO,ITEM DESCRIPTION,PACK,SIZE,ITEM WGT,WEEKLY MVMT,ITEM COST,CASES DAMAGED,COLOR_CASES DAMAGED,LINK_
C24-151-L-5748-2574-0,379603,TURKEY BREAST OVEN ROASTED,2,8.5#,17,94.2,3.19,0,green,http://yourURL?LOCATION=
C24-160-L-5748-2682-0,841141,SHIPPER BREAKFAST,84,VARIES,18,0.4,81.5,0,green,http://yourURL?LOCATION=
C24-160-R-5568-2682-0,416867,ORANGE JUICE HIGH PULP,6,59 OZ,24.65,23.8,19.61,5,red,http://yourURL?LOCATION=
C24-165-L-5748-2742-0,242614,WINGS UC JUMBO ROASTER FRESH,5,10#,50,18.2,1.95,3,red,http://yourURL?LOCATION=
C24-170-R-5568-2802-0,577064,TORTILLA CHIPS SPECIAL RECIPE,12,12 OZ,9,38.8,18.5,0,green,http://yourURL?LOCATION=
C24-174-L-5748-2850-0,312900,DRINK JUICE RX ENERGY,24,23.5 OZ,41.18,66.2,14.99,3,red,http://yourURL?LOCATION=
C24-174-R-5568-2850-0,658721,TAFFY SALT WATER ASST,1,23#,23,52,32.79,0,green,http://yourURL?LOCATION=
C24-179-R-5568-2910-0,511104,PISTACHIO RAW WHOLE SHELLED,1,30#,30,19.6,163.8001,2,red,http://yourURL?LOCATION=
C24-184-R-5568-2970-0,862036,TEA ARNOLD PALMER,24,23.5 OZ,41.18,78.4,14.99,0,green,http://yourURL?LOCATION=
C24-189-R-5568-3030-0,528300,ORANGE MANDARIN WHOLE SECTION,6,#10 CAN,41.1,24.4,29.82,1,red,http://yourURL?LOCATION=
C24-191-L-5748-3078-0,891761,CRISPBREADS PUMPKIN SPICE,12,6.5 OZ,6,3.3,23.52,0,green,http://yourURL?LOCATION=
C24-191-R-5568-3078-0,675969,CHICKEN FRESH WHOLE WOG LARGE,10,4.2-4.7,44.95,1074.6,0.8987,31,red,http://yourURL?LOCATION=
C24-195-R-5568-3138-0,521389,POTATO SALAD AMISH PACKAGED,6,16 OZ,6,71,8.7,1,red,http://yourURL?LOCATION=
C24-198-L-5748-3186-120,119803,POTATO SALAD W/EGG PACKAGED,6,3#,18,84.4,24.3,4,red,http://yourURL?LOCATION=
C24-199-L-5748-3198-0,414323,WATER FLAVORED CHERRY,24,12 OZ,21,67.8,10.75,0,green,http://yourURL?LOCATION=
C24-203-R-5568-3258-0,881311,DIP FRENCH ONION,12,16 OZ,12,601.6,8.32,0,green,http://yourURL?LOCATION=
C24-206-L-5748-3306-0,285300,TEA LEMON,24,23.5 OZ,41.18,13.6,14.99,2,red,http://yourURL?LOCATION=
C24-206-R-5568-3306-0,425169,LEMONADE PINK,8,59 OZ,29.5,52.4,12.88,1,red,http://yourURL?LOCATION=
C24-209-R-5568-3366-0,907718,DOUGH COOKIE EDIBLE CHOC CHIP,32,3.5 OZ,7,160.2,35.2,0,green,http://yourURL?LOCATION=
C24-213-R-5568-3426-0,284700,HAM COOKED 10% WATER ADDED,4,13#,52,13.4,1.69,0,green,http://yourURL?LOCATION=
C24-217-L-5748-3486-0,196750,ALMONDS ROASTED SALTED,1,25#,25,19.2,80.56,0,green,http://yourURL?LOCATION=
C24-217-R-5568-3486-0,119936,PROVOLONE CHEESE*,2,6#,12,672,1.9655,0,green,http://yourURL?LOCATION=
C24-223-L-5748-3594-0,119403,POTATO SALAD MUSTARD PACKAGED,6,3#,18,40.4,24.48,0,green,http://yourURL?LOCATION=
C24-223-R-5568-3594-0,530014,BREAD CRUMBS PLAIN,12,24 OZ,19,15.2,16.83,5,red,http://yourURL?LOCATION=
C24-227-L-5748-3654-0,297378,ORANGEADE ARIZONA,24,23.5 OZ,34.78,8.2,14.99,0,green,http://yourURL?LOCATION=
C24-231-R-5568-3714-0,655331,KETTLE CHIP JALAPENO,10,13 OZ,8.13,2.4,28.2,0,green,http://yourURL?LOCATION=
C24-235-L-5748-3762-0,911470,CORNED BEEF BRISKET FLAT,10,2.5-5#,33,0,3.45,0,green,http://yourURL?LOCATION=
C24-235-R-5568-3762-0,616600,DRESSING ITALIAN WISHBONE,4,GALLON,34,92,40.66,1,red,http://yourURL?LOCATION=
C24-240-R-5568-3822-0,931245,CARROTS DILL PICKLED,6,32 OZ,12,8.8,31.5,0,green,http://yourURL?LOCATION=
C24-244-R-5568-3870-84,489174,BREADING SPECIAL SPICE,1,40#,40,109.6,44.33,1,red,http://yourURL?LOCATION=
C24-245-R-5568-3882-0,250300,DRINK JUICE MUCHO MANGO,24,23.5 OZ,41.18,53.6,14.99,0,green,http://yourURL?LOCATION=
C24-250-L-5748-3942-0,124139,SPREAD CHEESE SHIPPER ASST.,64,8 OZ,32,18,121.6,0,green,http://yourURL?LOCATION=
C24-250-R-5568-3942-0,888252,CHICKEN WHOLE BROILERS ABF,14,3-3.3C,52,417.8,1.09,5,red,http://yourURL?LOCATION=
C24-259-L-5748-4050-0,190202,PRETZEL STICK DELI,12,20 OZ,16.4,56,12.56,0,green,http://yourURL?LOCATION=
C24-259-R-5568-4050-0,360729,SAUERKRAUT YODER'S,12,2#,24,26.8,18.12,0,green,http://yourURL?LOCATION=
C25-127-L-5976-2286-0,253800,TEA GREEN,24,23.5 OZ,41.18,136.2,14.99,5,red,http://yourURL?LOCATION=
C25-132-R-5796-2346-0,315800,GLOVES VINYL XLARGE,10,100 CT,16,92.2,16.28,0,green,http://yourURL?LOCATION=
C25-136-L-5976-2394-0,270600,TEA RASPBERRY,24,23.5 OZ,41.18,21.6,14.99,0,green,http://yourURL?LOCATION=
C25-136-R-5796-2394-0,461306,MIXED NUTS W/PEANUTS,1,20#,20,12.8,86.04,1,red,http://yourURL?LOCATION=
C25-141-R-5796-2454-0,910196,KOMBUCHA STRAWBRY LEMONADE OG,12,14 OZ,19,82.4,21.5,0,green,http://yourURL?LOCATION=
C25-151-R-5796-2574-0,624800,BOX CAKE WHITE LOCK CORNER,100,9X9X5,30,3.8,21.87,0,green,http://yourURL?LOCATION=
C25-155-L-5976-2622-0,645675,PEANUTS DRY RSTD ORGANIC,1,30#,30,16.2,63,1,red,http://yourURL?LOCATION=
C25-164-L-5976-2730-108,685081,CHEDDAR MILD FANCY SHREDDED*,6,5#,30,103.2,1.9935,0,green,http://yourURL?LOCATION=
C25-165-L-5976-2742-0,205600,CORNED BEEF FLAT ROUND,2,7.50#,15,48.8,4.03,0,green,http://yourURL?LOCATION=
C25-165-R-5796-2742-0,230200,DRINK JUICE KIWI STRAWBERRY,24,23.5 OZ,41.18,19,14.99,0,green,http://yourURL?LOCATION=
C25-174-L-5976-2850-0,778530,TEA ICED PEACH OO-LA-LONG OG,12,16 OZ,19.1,68.4,11.16,0,green,http://yourURL?LOCATION=
C25-179-L-5976-2910-0,363981,DRESSING BETTY'S,12,16 OZ,20.02,38.6,29.55,0,green,http://yourURL?LOCATION=
C25-184-L-5976-2970-0,516289,HAM SWEET CHERRY WOOD SMOKED,2,9-9.5#,19,213.4,3.47,0,green,http://yourURL?LOCATION=
C25-189-L-5976-3030-0,410621,TEA DIET GREEN,24,23.5 OZ,41.18,14.4,14.99,2,red,http://yourURL?LOCATION=
C25-191-L-5976-3078-0,139197,TRAY PARTY SQ BLK 6CELL W/LID,25,16X16X4,22.25,2.5,58.22,1,red,http://yourURL?LOCATION=
C25-191-L-5976-3078-108,360672,TORTILLA CORN 30CT,12,27.5 OZ,21,81.8,12.96,0,green,http://yourURL?LOCATION=
C25-191-R-5796-3078-0,675952,CHICKEN FRESH WHOLE WOG SMALL,12,3.4-3.8,42.75,1778.2,0.8992,25,red,http://yourURL?LOCATION=
C25-195-L-5976-3138-0,511682,T-SACK-VILLA PARK,1000,12X6X21,17.5,38,14.68,0,green,http://yourURL?LOCATION=
C25-199-L-5976-3198-0,753523,TORTILLA CHIP RED BEAN,12,7 OZ,7.15,8.7,19.95,0,green,http://yourURL?LOCATION=
C25-199-R-5796-3198-0,582895,TURKEY BREAST HICKORY SMOKED,2,8-10#,16.7,219.6,2.64,0,green,http://yourURL?LOCATION=
C25-206-L-5976-3306-0,552329,CREAMER FRENCH VANILLA,12,32 OZ,24,54,33,0,green,http://yourURL?LOCATION=
C25-209-L-5976-3366-0,968600,CONT CUPCAKE/MUF SHAL #36046,300,6 CT,24,3.2,62.32,0,green,http://yourURL?LOCATION=
C25-209-R-5796-3366-0,383409,"CONT CAKE 8-9""BLK/CLR ROSEDOME",100,10X3.5,19.4,27,48.4,0,green,http://yourURL?LOCATION=
C25-217-L-5976-3486-0,215535,PARMESAN SHREDDED BAG,16,8 OZ,8,71.4,35.7,0,green,http://yourURL?LOCATION=
C25-219-L-5976-3534-0,102800,BRICK CHEESE*,6,5#,36,44.8,2.0335,0,green,http://yourURL?LOCATION=
C25-223-L-5976-3594-0,290595,HAM BROWN SUGAR,3,4#,12,79.4,3.41,0,green,http://yourURL?LOCATION=
C25-227-R-5796-3654-0,611400,DRESSING SALAD,4,GALLON,33.04,80.4,23.85,0,green,http://yourURL?LOCATION=
C25-231-L-5976-3714-0,658100,OIL VEGETABLE PHO,1,35#,36.7,247.2,17.88,4,red,http://yourURL?LOCATION=
C25-231-R-5796-3714-0,360858,PORK RINDS PLAIN,12,3.5 OZ,2.62,293.6,11.36,0,green,http://yourURL?LOCATION=
C25-240-L-5976-3822-0,357405,POTATO MASHED HOMESTYLE,4,5#,20,110.6,0.8965,0,green,http://yourURL?LOCATION=
C25-240-R-5796-3822-0,597327,WATER PURIFIED DRINKING .5L,24,16.9 OZ,27.6,612,2.5,4,red,http://yourURL?LOCATION=
C25-245-L-5976-3882-0,383439,CONT SHEET CAKE BLK/CLR FLT SH,50,1/4 SHT,18.09,20.4,42.35,3,red,http://yourURL?LOCATION=
C25-250-L-5976-3942-0,577800,ROAST BEEF FLAT-FULLY COOKED,2,7#,14,145.4,3.52,0,green,http://yourURL?LOCATION=
C25-254-L-5976-3990-0,291547,TEA ARNOLD PALMER SOUTHERN,24,23.5 OZ,35.25,12,14.99,0,green,http://yourURL?LOCATION=
C25-259-L-5976-4050-0,753506,TORTILLA CHIP BLACK BEAN,12,7 OZ,6.9,11.4,19.95,6,red,http://yourURL?LOCATION=
C25-259-R-5796-4050-0,416873,LEMONADE WITH RASPBERRY,6,59 OZ,25.65,81.4,12.19,0,green,http://yourURL?LOCATION=
C26-127-L-6204-2286-0,238903,BEANS DRY BLACK POLISHED,1,50#,50,10.6,26.65,1,red,http://yourURL?LOCATION=
C26-132-R-6024-2346-0,126136,MOZZARELLA PART SKIM SHRED*,6,5#,30,83.6,1.9735,0,green,http://yourURL?LOCATION=
C26-136-L-6204-2394-0,401488,POTATOES SCALLOPED BAKED,6,20 OZ,7.5,160,14.18,0,green,http://yourURL?LOCATION=
C26-141-L-6204-2454-0,291513,TEA ARNOLD PALMER ZERO,24,23.5 OZ,35.25,20.4,14.99,0,green,http://yourURL?LOCATION=
C26-146-R-6024-2514-0,914312,COFFEE COLD BREW STRAIGHT,12,16 OZ,12.75,69.8,24,0,green,http://yourURL?LOCATION=
C26-151-L-6204-2574-0,103505,BREADING IMPERIAL CHICKEN,1,30#,31.1,22,34.58,0,green,http://yourURL?LOCATION=
C26-151-R-6024-2574-0,291530,TEA ARNOLD PALMER PEACH TEA,24,23.5 OZ,35.25,7.6,14.99,0,green,http://yourURL?LOCATION=
C26-155-L-6204-2622-0,671100,BAGS BROWN KRAFT HEAVY 12#,500,7X4X14,37,54.4,14.8,0,green,http://yourURL?LOCATION=
C26-155-R-6024-2622-0,358647,MILK LACTOSE FREE 1% LF CHOC,6,64 OZ,24,23.4,18.18,0,green,http://yourURL?LOCATION=
C26-160-L-6204-2682-0,882719,JUICE DRINK PINEAPPLE COCONUT,6,1 LITER,14.8,10,16.098,0,green,http://yourURL?LOCATION=
C26-160-R-6024-2682-0,686100,TOWEL ROLL BROWN NO-PERF,12,"8""350'",17.3,7.6,26.89,0,green,http://yourURL?LOCATION=
C26-164-L-6204-2730-144,915517,STEAK PAPER BLACK,1000,9X12,10.7,32.4,19.05,0,green,http://yourURL?LOCATION=
C26-165-L-6204-2742-0,751704,DRESSING BALSAMIC VINAGRTTE OG,6,8 OZ,6.55,7.3,15.14,0,green,http://yourURL?LOCATION=
C26-179-L-6204-2910-0,616900,BOX HOT FOOD-5#BARN EXPRESSON,100,9.5X5X5,21,94.4,34.56,0,green,http://yourURL?LOCATION=
C26-179-R-6024-2910-0,365874,WALNUTS GLAZED ROASTED,1,10#,10,7,66.35,0,green,http://yourURL?LOCATION=
C26-189-L-6204-3030-0,384003,BOWL SQUARE CLEAR PET #19064,150,64 OZ,15.9,3.8,57.69,10,red,http://yourURL?LOCATION=
C26-189-R-6024-3030-0,946407,YOGURT INDULGENT TART CHERRY,12,5.3 OZ,9,6,13.2,0,green,http://yourURL?LOCATION=
C26-191-L-6204-3078-0,704342,APRICOT DRIED JUMBO SIZE 1,1,28#,28,14.2,47.22,0,green,http://yourURL?LOCATION=
C26-191-R-6024-3078-0,737135,OG TACO SHELL/YELLOW,12,5.5 OZ,8.1,10.6,23.7,0,green,http://yourURL?LOCATION=
C26-195-L-6204-3138-0,212866,ICING VANILLA HEAT N' ICE,1,12#,12,20,17.98,0,green,http://yourURL?LOCATION=
C26-195-R-6024-3138-0,617400,MAYONNAISE,4,128 OZ,32,16.4,41.26,0,green,http://yourURL?LOCATION=
C26-203-R-6024-3258-0,655200,NAPKIN DINNER 1-PLY WHITE,3000,16x17,25.5,2,36.22,0,green,http://yourURL?LOCATION=
C26-206-L-6204-3306-0,763100,CUTLERY WHITE TASTER SPOON,3000,"3""",7,23.2,18.69,0,green,http://yourURL?LOCATION=
C26-206-R-6024-3306-0,612700,DRESSING DIJON HONEY MUSTARD,4,GALLON,34.56,12.4,38.27,0,green,http://yourURL?LOCATION=
C26-209-L-6204-3366-0,661021,MANGO SLICES DRIED,4,11#,44,52.4,85.97,0,green,http://yourURL?LOCATION=
C26-213-R-6024-3426-0,690243,PUMPKIN SEED R/S LADY NAIL,1,20#,20,34.8,35,2,red,http://yourURL?LOCATION=
C26-219-L-6204-3534-0,801128,LID CLEAR DOME PIZZA PAN #H82,50,"13""DIA",6.3,2.2,20.38,0,green,http://yourURL?LOCATION=
C26-219-L-6204-3534-144,725900,"SHORTENING SUPER FRY ""C""",1,50#,50,25,36.32,2,red,http://yourURL?LOCATION=
C26-219-R-6024-3534-0,754798,WRAP TEFF IVORY GF,10,6 CT,10.35,7.4,27.5,0,green,http://yourURL?LOCATION=
C26-222-R-6024-3582-108,888263,CHICKEN BRST SPLIT BROILER ABF,1,40#,40,64.6,1.24,1,red,http://yourURL?LOCATION=
C26-223-L-6204-3594-0,568734,NOODLES & CHICKEN GRAVY,6,16 OZ,6,0,15.6,0,green,http://yourURL?LOCATION=
C26-223-R-6024-3594-0,532507,COFFEE ICED FRENCH VANILLA,2,6 LITER,28,15.8,36.86,0,green,http://yourURL?LOCATION=
C26-226-R-6024-3642-144,672143,BEANS BLACK FANCY 109 OZ,6,#10 CAN,47.5,64.8,19.145,0,green,http://yourURL?LOCATION=
C26-227-L-6204-3654-0,926975,ROAST BEEF ANGUS ABF,2,6#,12,2,6.74,0,green,http://yourURL?LOCATION=
C26-227-R-6024-3654-0,860946,SMOKEHOUSE DELI HAM,4,6#,24,2.4,2.92,0,green,http://yourURL?LOCATION=
C26-231-L-6204-3714-0,860963,BROWN SUGAR DELI HAM,4,6#,24,4.8,2.98,0,green,http://yourURL?LOCATION=
C26-231-R-6024-3714-0,860980,BAVARIAN DELI HAM,4,6#,24,1.4,3,0,green,http://yourURL?LOCATION=
C26-235-L-6204-3762-0,860997,LOW SALT DELI HAM,4,6#,24,2.4,2.74,0,green,http://yourURL?LOCATION=
C26-245-R-6024-3882-0,949746,"CONTAINER - CAKE 8"" BLK/CLR FLT DEP",160,10X5.25,21.53,3,52,0,green,http://yourURL?LOCATION=
C26-250-L-6204-3942-0,665200,TRAY PRODUCE W/LID 4-CELL DC,50,"13""X2""",19.2,1.6,43.4,0,green,http://yourURL?LOCATION=
C26-250-R-6024-3942-0,563651,GREEN BEAN CASSEROLE HPP,6,16 OZ,6,0,17.8,0,green,http://yourURL?LOCATION=
C26-254-R-6024-3990-0,187300,POTATO SALAD MUSTARD,3,8#,24,56.4,1.09,0,green,http://yourURL?LOCATION=
C26-259-L-6204-4050-0,821438,BAG TIGER POPS,24,7 OZ,10.5,3,12.63,0,green,http://yourURL?LOCATION=
C26-259-R-6024-4050-0,919765,ICED TEA SWEET,12,18 OZ,17,7.2,8.71,0,green,http://yourURL?LOCATION=
C27-127-L-6432-2286-0,821489,BAGS FUN MIX,24,8 OZ,12,3.2,12.63,0,green,http://yourURL?LOCATION=
C27-127-L-6432-2286-60,526603,MIX HONEY BEE,1,20#,20,27.4,45,0,green,http://yourURL?LOCATION=
C27-127-R-6252-2286-0,702387,COOKIE CHOC CHP MEDLY GF SHIPR,60,SHIPPER,30,3.9,168.25,0,green,http://yourURL?LOCATION=
C27-132-R-6252-2346-0,907036,LID PARTY TRAY DOME HIGH,25,"16""X4""",7,6.2,24.39,0,green,http://yourURL?LOCATION=
C27-132-R-6252-2346-36,695100,STEAK PAPER GREEN,1000,10X14,13.5,22.2,21.25,0,green,http://yourURL?LOCATION=
C27-136-L-6432-2394-0,233800,SPREAD PIMENTO,4,4#,16,65.6,3.035,3,red,http://yourURL?LOCATION=
C27-136-L-6432-2394-60,572403,GOUDA SMK PRECUT HOLLAND 7-9Z,1,10#,10,4.6,4.45,0,green,http://yourURL?LOCATION=
C27-136-R-6252-2394-0,932876,JARS WIDE MOUTH PINT,12,16OZ,12,10.4,9.44,0,green,http://yourURL?LOCATION=
C27-136-R-6252-2394-36,146418,HAVARTI CARAWAY,12,8 OZ,6.5,7,34.58,0,green,http://yourURL?LOCATION=
C27-140-R-6252-2442-36,461703,WALNUTS LIGHT HALVES,1,22#,22,14.6,96.9245,0,green,http://yourURL?LOCATION=
C27-141-L-6432-2454-60,752646,COCONUT WATER CHOC PROTEIN,12,11 OZ,8.25,4,19,0,green,http://yourURL?LOCATION=
C27-141-R-6252-2454-0,690800,JELLS SPEARMINT LEAVES,1,31#,31,26.4,21.39,0,green,http://yourURL?LOCATION=
C27-141-R-6252-2454-36,162835,4-CHEESE SHREDDED CUP,12,5 OZ,3.75,31.6,17.775,0,green,http://yourURL?LOCATION=
C27-145-R-6252-2502-36,162852,PARMESAN AMERICAN GRANA EW,12,8 OZ,6,8.8,29.4,0,green,http://yourURL?LOCATION=
C27-146-L-6432-2514-0,232654,TOMATO WHOLE NO SALT ADDED,12,28 OZ,21,63.8,9.73,0,green,http://yourURL?LOCATION=
C27-146-L-6432-2514-60,162869,ROMANO CHEESE,12,8 OZ,6,15.4,26.4,0,green,http://yourURL?LOCATION=
C27-146-R-6252-2514-0,177404,GRAVY CHICKEN HOMESTYLE,3,4#,12,141.8,1.175,0,green,http://yourURL?LOCATION=
C27-146-R-6252-2514-60,803010,TEA ICED JUST GREEN OG,8,59 OZ,33.4,22.3,16.8,0,green,http://yourURL?LOCATION=
C27-151-L-6432-2574-0,553100,SOUP FRENCH ONION,2,8#,16,22.2,1.96,0,green,http://yourURL?LOCATION=
C27-151-L-6432-2574-60,414051,BUTTERFINGER CRUSHED,1,25#,25,11,57.37,0,green,http://yourURL?LOCATION=
C27-151-R-6252-2574-0,807345,MELBA SNACK GARLIC,12,5.25 OZ,8.1,8.4,16.62,0,green,http://yourURL?LOCATION=
C27-151-R-6252-2574-60,774637,RICE JASMINE,12,2#,24,23,22.75,0,green,http://yourURL?LOCATION=
C27-155-L-6432-2622-60,553103,T-SACK-PARK N SHOP,1000,13X8X22,18.98,7.6,28.13,0,green,http://yourURL?LOCATION=
C27-160-L-6432-2682-0,129436,ASIAGO AGED CHEESE WEDGE,16,8 OZ,8,10.6,40,0,green,http://yourURL?LOCATION=
C27-160-L-6432-2682-60,904532,BREAD FLAVOR SAPORE SPROUTED,1,38#,38,2.4,48.64,0,green,http://yourURL?LOCATION=
C27-160-R-6252-2682-0,232000,DRINK JUICE LEMONADE,24,23.5 OZ,41.18,8.4,14.99,0,green,http://yourURL?LOCATION=
C27-160-R-6252-2682-36,782508,CRISPBREAD RYE LIGHT,12,8.5 OZ,8.05,14.3,19.8,0,green,http://yourURL?LOCATION=
C27-164-R-6252-2730-36,502689,TEA MOJITEA,12,13.5 OZ,20,35.8,16.2,0,green,http://yourURL?LOCATION=
C27-165-L-6432-2742-0,192703,PASTA SALAD GREEK,2,5#,10,30,2.09,0,green,http://yourURL?LOCATION=
C27-165-L-6432-2742-60,811102,COCONUT CREAM,12,15 OZ,13.2,13.3,25.24,0,green,http://yourURL?LOCATION=
C27-165-R-6252-2742-0,909400,SCRUBBER STAINLESS STEEL,72,LARGE,11,6.6,19.38,0,green,http://yourURL?LOCATION=
C27-165-R-6252-2742-36,352400,FILLING CONTINENTAL BAVARIAN,1,20#,21,11,11.68,0,green,http://yourURL?LOCATION=
C27-169-R-6252-2790-36,90300,WINE TOTE GRAPEVINE DESIGN,20,6BOTTLE,8.2,22,18.13,0,green,http://yourURL?LOCATION=
C27-170-L-6432-2802-60,358863,"PIZZA CRUST 12"" WHOLE WHEAT",12,2/16 OZ,24,1.5,38.29,0,green,http://yourURL?LOCATION=
C27-170-R-6252-2802-0,358857,"PIZZA CRUST 12"" ULTRA THIN",12,2/12 OZ,18,6,34.8,0,green,http://yourURL?LOCATION=
C27-170-R-6252-2802-36,883137,GLOVES NITRILE BLUE PF MED,5,200 CT,8.16,30.8,43.7,0,green,http://yourURL?LOCATION=
C27-174-L-6432-2850-60,825159,TOPPING PINEAPPLE,12,23 OZ,22.09,12.4,31.2,0,green,http://yourURL?LOCATION=
C27-174-R-6252-2850-36,391679,SUPER SHOT LIME SF,1,3 GAL,27,10.6,11.8,0,green,http://yourURL?LOCATION=
C27-178-R-6252-2898-36,919716,ICING BASE SMOOTH 'N LIGHT ZTF,1,23#,23,84.4,27.53,0,green,http://yourURL?LOCATION=
C27-179-R-6252-2910-0,627723,SLUSH MIX BLUE RASPBERRY,6,64 OZ,34,15.2,78.85,0,green,http://yourURL?LOCATION=
C27-179-R-6252-2910-36,307941,OIL CANOLA CLEAR FRY ZTF,1,35#,35,172.8,18.09,0,green,http://yourURL?LOCATION=
C27-183-R-6252-2958-36,114602,CHEESE PROVOLONE SLICED,12,8 OZ,6,17.8,33.48,0,green,http://yourURL?LOCATION=
C27-184-L-6432-2970-0,721683,YEAST FRESH WET COMPRESSED,10,5#,52.5,29.2,35.5,1,red,http://yourURL?LOCATION=
C27-184-R-6252-2970-0,769996,DRESSING BACON NO CAL,6,12 OZ,8.35,0.8,11.6,0,green,http://yourURL?LOCATION=
C27-184-R-6252-2970-36,363180,GRAVY SAUSAGE SHIPPER,96,8 OZ,48,19.2,98.51,0,green,http://yourURL?LOCATION=
C27-188-R-6252-3018-36,638943,ONION RED SLICED,1,5#,5,16.4,12.3,0,green,http://yourURL?LOCATION=
C27-189-L-6432-3030-0,914361,BUTTER ROLL UNSALTED AMISH,24,8 OZ,13,2.6,61.8001,0,green,http://yourURL?LOCATION=
C27-189-L-6432-3030-60,893334,HONEY TOPPING KRISPY KRUNCHY,8,32 OZ,18,43,33.76,1,red,http://yourURL?LOCATION=
C27-189-R-6252-3030-0,914354,BUTTER ROLL GARLIC HERB,12,8 OZ,7,12.6,36.9,0,green,http://yourURL?LOCATION=
C27-189-R-6252-3030-36,816400,BOX HOT FOOD-HARVEST DESIGN,250,7X4X3,15,8.4,38.55,0,green,http://yourURL?LOCATION=
C27-191-L-6432-3078-0,718100,T-SACK-MIDDLEVILLE MKT,1000,12X7X22,16.72,12.8,24.94,0,green,http://yourURL?LOCATION=
C27-191-L-6432-3078-60,849203,DISPENSER TOWEL MECHANICAL,1,DISP,8,3.6,10,0,green,http://yourURL?LOCATION=
C27-191-R-6252-3078-0,881586,SOUR CREAM W/CHIVES SQUEEZE,12,12 OZ,11.25,9.8,14.84,0,green,http://yourURL?LOCATION=
C27-191-R-6252-3078-36,718103,BOX PIZZA-AMICCIS,50,8X8X2,12,14.6,15.54,0,green,http://yourURL?LOCATION=
C27-195-R-6252-3138-36,922803,MUSTARD,6,7.5 OZ,9.5,14.6,6.26,0,green,http://yourURL?LOCATION=
C27-198-R-6252-3186-36,498113,CONT CLEAR 3-COMP BOTTLE BOX,200,9X9X3.6,25,4,48.64,2,red,http://yourURL?LOCATION=
C27-199-L-6432-3198-0,488477,ARTICHOKE MARINATED,2,63 OZ,7.875,6.4,26.34,0,green,http://yourURL?LOCATION=
C27-199-L-6432-3198-60,213342,CASHEWS 320 ROASTED NO SALT,1,25#,25,26,142.82,6,red,http://yourURL?LOCATION=
C27-199-R-6252-3198-0,601628,BEETS SLICED MEDIUM,6,#10 CAN,39,33.8,21.75,0,green,http://yourURL?LOCATION=
C27-199-R-6252-3198-36,842382,PAN-ALUM MED GTG/COMBO,50,34 OZ,7.82,7.4,56.45,0,green,http://yourURL?LOCATION=
C27-202-R-6252-3246-36,318103,ALMONDS SESAME,1,25#,25,5,96.25,0,green,http://yourURL?LOCATION=
C27-203-L-6432-3258-0,187094,PIZZA SAUCE,24,15 OZ,22.5,11.4,16.37,0,green,http://yourURL?LOCATION=
C27-203-L-6432-3258-60,449258,T-SACK-RODHES IGA,1000,12X8X22,17,17,27.42,0,green,http://yourURL?LOCATION=
C27-203-R-6252-3258-0,833909,SWEET & SOUR SAUCE,4,128 OZ,36,3.8,44.49,0,green,http://yourURL?LOCATION=
C27-206-R-6252-3306-0,521406,POTATO SALAD AMISH PACKAGED,6,3#,18,38,21.36,0,green,http://yourURL?LOCATION=
C27-208-R-6252-3354-36,853600,BAGS BREAD CLEAR POLY 1 MIL,1000,5X3X29,16.43,10.2,24.62,3,red,http://yourURL?LOCATION=
C27-209-L-6432-3366-0,932211,DESSERT THINS BROWNIE,12,5 OZ,3.75,8.2,21.49,0,green,http://yourURL?LOCATION=
C27-209-L-6432-3366-60,786925,"SHORTENING SUPER FRY ""Z"" ZTF",1,50#,50,25.6,35.23,0,green,http://yourURL?LOCATION=
C27-209-R-6252-3366-0,932225,DESSERT THINS LEMON TART,12,5 OZ,3.75,9,21.49,0,green,http://yourURL?LOCATION=
C27-209-R-6252-3366-36,932253,VEGGIE STICKS PEAS & CARROTS,12,5 OZ,3.75,4.8,23.52,0,green,http://yourURL?LOCATION=
C27-212-R-6252-3414-36,691473,JUICE ORANGE W/CALCIUM NFC,6,59 OZ,25.75,176.8,12.33,0,green,http://yourURL?LOCATION=
C27-213-R-6252-3426-0,725800,SHORTENING ICING PHO,1,50#,50,84.6,39.52,1,red,http://yourURL?LOCATION=
C27-217-L-6432-3486-0,721000,PIZZA SAUCE W/BASIL SAPORITO,6,#10 CAN,46.1,50.4,25.87,0,green,http://yourURL?LOCATION=
C27-217-L-6432-3486-60,766184,SYNERGY MYSTIC MANGO,12,16 OZ,14.16,74.6,23.35,0,green,http://yourURL?LOCATION=
C27-217-R-6252-3486-0,721070,DRESSING CHIPOTLE RANCH NO CAL,6,12 OZ,8.4,4.1,11.6,0,green,http://yourURL?LOCATION=
C27-217-R-6252-3486-36,932092,KOMBUCHA CAYENNADE OG,12,16.2 OZ,22.1,25.2,23.35,0,green,http://yourURL?LOCATION=
C27-219-L-6432-3534-0,908236,WATER SPARKLING TRIPLE BERRY,12,15 OZ,11.25,16.6,9.36,0,green,http://yourURL?LOCATION=
C27-219-L-6432-3534-60,908229,WATER SPARKLING LEMON LIME,12,15 OZ,11.25,13.6,9.36,0,green,http://yourURL?LOCATION=
C27-219-R-6252-3534-0,908250,WATER SPARKLING ORANGE TWIST,12,15 OZ,11.25,11.4,9.36,0,green,http://yourURL?LOCATION=
