LOCATION,ITEM NO,ITEM DESCRIPTION,PACK,SIZE,ITEM WGT,WEEKLY MVMT,ITEM COST,CASES DAMAGED,COLOR_CASES DAMAGED,LINK_
A6-25-R-1140-918-60,\s926527,DRESSING ORGANIC CAESAR,6,12 OZ,4.5,2,18.54,0,green,http://yourURL?LOCATION=
A6-30-L-1320-978-0,\s926520,DRESSING ORG BALSAMIC VINGRT,6,12 OZ,4.5,3.6,18.54,0,green,http://yourURL?LOCATION=
A6-30-L-1320-978-60,\s926513,DRESSING ORGANIC PARM RANCH,6,12 OZ,4.5,5.6,18.54,0,green,http://yourURL?LOCATION=
A6-30-R-1140-978-60,\s781825,SHORTENING CAKE/ICING PHO,1,50#,50,11,57.38,0,green,http://yourURL?LOCATION=
A6-35-L-1320-1038-0,\s925925,CHEESE SPREAD COBALT CHEDDAR,12,8 OZ,6,3,29.98,0,green,http://yourURL?LOCATION=
A6-35-L-1320-1038-60,\s827623,SAUERKRAUT REFRIGERATED,1,2 GAL,13.5,4,15.3,0,green,http://yourURL?LOCATION=
A6-35-R-1140-1038-0,\s925946,CHEESE SPREAD SWISS BACON,12,8 OZ,6,5,29.98,0,green,http://yourURL?LOCATION=
A6-35-R-1140-1038-60,\s663933,MONTEREY JACK RAW MILK,12,8OZ,6,4,35.52,0,green,http://yourURL?LOCATION=
A6-39-L-1320-1098-0,\s823073,CUP 16 OZ BRUSTERS,1000,EA,31.4,4.2,36.45,0,green,http://yourURL?LOCATION=
A6-39-L-1320-1098-60,\s521321,PASTA SALAD BACON HV RANCH,6,16 OZ,6,48.2,9.84,0,green,http://yourURL?LOCATION=
A6-39-R-1140-1098-0,\s488596,OLIVES SALAD HOT PITTED,2,5#,10,9,22.6,0,green,http://yourURL?LOCATION=
A6-39-R-1140-1098-60,\s161003,SALAMI SLICED PILLOW PACK,12,12 OZ.,9,13.2,57.27,0,green,http://yourURL?LOCATION=
A6-3-L-1320-450-0,\s766317,DRINK GRAPE ALOE VERA KING,20,16.9 OZ,21.125,11.6,16.48,0,green,http://yourURL?LOCATION=
A6-3-L-1320-450-60,\s850103,TUB LG CANDY CORN,12,18 OZ,14.5,18,22.96,0,green,http://yourURL?LOCATION=
A6-42-L-1320-1146-0,\s357618,SALAD KIDNEY BEAN,2,5#,10,36.6,1.435,0,green,http://yourURL?LOCATION=
A6-42-L-1320-1146-60,\s608600,CUPS STYRO WHITE #12J16,1000,12 OZ,6,11.4,29.45,0,green,http://yourURL?LOCATION=
A6-42-R-1140-1146-0,\s644468,TURKEY BREST FRIED,2,8.5#,17,0,3.54,0,green,http://yourURL?LOCATION=
A6-42-R-1140-1146-60,\s255914,SOUP BEEF BARLEY,2,8#,16,26.8,1.79,0,green,http://yourURL?LOCATION=
A6-47-L-1320-1206-0,\s813159,CHIA SEED,4,16 OZ,4.6,28.4,22.57,0,green,http://yourURL?LOCATION=
A6-47-L-1320-1206-60,\s92400,TOILET TISSUE MINI MAX 2-PLY,18,"4""750'",26.5,7,44.98,0,green,http://yourURL?LOCATION=
A6-47-R-1140-1206-0,\s813300,FILLING CHERRY WHOLE FRUIT,1,30#,30,5,77.68,0,green,http://yourURL?LOCATION=
A6-4-L-1320-498-0,\s784703,SAUCE ALFREDO BULK,4,4 #,16,14.6,2.605,0,green,http://yourURL?LOCATION=
A6-4-L-1320-498-60,\s510101,PASTA SALAD ITALIAN ROTINI,2,5#,10,79,1.72,0,green,http://yourURL?LOCATION=
A6-4-R-1140-498-0,\s751891,MELBA TOAST CLASSIC,12,5 OZ,5.4,9,16.62,0,green,http://yourURL?LOCATION=
A6-4-R-1140-498-60,\s358689,MILK SOY ORIGINAL,6,64 OZ,24,15.2,14.64,0,green,http://yourURL?LOCATION=
A6-52-L-1320-1266-60,\s943194,GUMMI WORMS ORGANIC,4,5#,20,0,58,0,green,http://yourURL?LOCATION=
A6-52-R-1140-1266-60,\s701180,HAM SWEET CHERRY WOOD SMOKED,4,6#,24,46.4,3.19,0,green,http://yourURL?LOCATION=
A6-56-L-1320-1326-0,\s833986,DRESSING REF BLUE CHEESE,4,GALLON,36,0.3,51.24,0,green,http://yourURL?LOCATION=
A6-56-L-1320-1326-60,\s904873,SOUP TOMATO W/PARMESAN,8,24 OZ,12,13.6,23.92,0,green,http://yourURL?LOCATION=
A6-56-R-1140-1326-0,\s905027,COOKIE CHOCOLATE CHIP,10,8.4 OZ,6.12,6,23.6,0,green,http://yourURL?LOCATION=
A6-56-R-1140-1326-60,\s708503,CHEDDAR 50% REDUCED FAT WHITE,12,8 OZ,6,10,32.16,0,green,http://yourURL?LOCATION=
A6-59-L-1320-1374-0,\s610213,SAUSAGE BFAST MAPLE SAGE,8,8 OZ,4,6.4,24.72,0,green,http://yourURL?LOCATION=
A6-59-L-1320-1374-60,\s678536,COOKIES EASTER DECORATED,24,1.8 OZ,2.7,0,22.8,0,green,http://yourURL?LOCATION=
A6-64-R-1140-1434-0,\s278100,HAM HONEY CURED,2,13#,26,82.8,2.39,1,red,http://yourURL?LOCATION=
A6-64-R-1140-1434-60,\s876535,SHORTENING CREAMY LIQUID NH,1,35#,35,13.8,18.96,0,green,http://yourURL?LOCATION=
A6-69-L-1320-1494-0,\s919555,TORTILLA CHP PINK HIMALAYAN OG,12,5.5 OZ,4.125,1.8,22.2,0,green,http://yourURL?LOCATION=
A6-69-L-1320-1494-60,\s362526,WIENERS LOW SODIUM,6,32 OZ,12,7.4,40.22,0,green,http://yourURL?LOCATION=
A6-69-R-1140-1494-0,\s919597,TORTILLA CHIPS NACHO OG,12,5 OZ,3.75,2.2,21,0,green,http://yourURL?LOCATION=
A6-69-R-1140-1494-60,\s788560,CEREAL MUESLI WHOLE GRAIN GF,4,16 OZ,4.4,16.3,12.69,0,green,http://yourURL?LOCATION=
A6-76-L-1320-1602-0,\s770725,MARTINS SUMMER MACARONI SALAD,1,5,5,57.8,2.05,0,green,http://yourURL?LOCATION=
A6-76-L-1320-1602-60,\s300203,TUB LG GUMMI BUTTERFLIES,12,16 OZ.,12,89.4,22.2,1,red,http://yourURL?LOCATION=
A6-76-R-1140-1602-0,\s508616,MOZZARELLA FRESH CILIGIN MRND,2,3#,6,8,3.97,0,green,http://yourURL?LOCATION=
A6-76-R-1140-1602-60,\s180974,CHEESE CUBES JALAPENO JACK,5,2#,10,19.2,33.5,0,green,http://yourURL?LOCATION=
A6-7-R-1140-594-0,\s253602,FUDGE ASSORTED SHIPPER,48,10OZ,40,0,127.7,1,red,http://yourURL?LOCATION=
A6-7-R-1140-594-60,\s278809,HONEY BUTTER CINNAMON,12,8 OZ,6,7.4,23.04,0,green,http://yourURL?LOCATION=
A6-81-L-1320-1662-0,\s770811,POLSKA KIELBASA SLOTKOWSKI,12,14 OZ,10.5,5.2,38.4,0,green,http://yourURL?LOCATION=
A6-81-L-1320-1662-60,\s542418,TURKEY BREAST O/R PRE-SLICED,8,10 OZ,5,19,21.84,0,green,http://yourURL?LOCATION=
A6-81-R-1140-1662-0,\s267400,RING MOLD GELATIN STRBRY FRUIT,6,22 OZ,9.5,90.8,6.6,0,green,http://yourURL?LOCATION=
A6-81-R-1140-1662-60,\s915908,HOT DOGS BEEF,10,16 OZ,10,9.6,34.5,0,green,http://yourURL?LOCATION=
A6-86-L-1320-1722-0,\s719303,PARMESAN RASPB BELLAVITANO,12,5.3 OZ,4.29,22.8,33.2,0,green,http://yourURL?LOCATION=
A6-86-L-1320-1722-60,\s358869,PIZZA SAUCE PEPPERONI,12,14 OZ,10.5,2,13.8,0,green,http://yourURL?LOCATION=
A6-86-R-1140-1722-0,\s358866,PEPPERONI PKG,12,6 OZ,6,15.4,26.16,0,green,http://yourURL?LOCATION=
A6-86-R-1140-1722-60,\s542775,CREAMER IRISH CREME,6,16 OZ,6,67.4,9.6,0,green,http://yourURL?LOCATION=
A6-90-L-1320-1782-0,\s647300,BEANS GREAT NORTHERN 112 OZ,6,#10 CAN,47.5,19.8,19.6325,0,green,http://yourURL?LOCATION=
A6-90-L-1320-1782-60,\s158670,T-SACK-LASSAK MARKET,1000,12X7X21,17,30,18.22,0,green,http://yourURL?LOCATION=
A6-90-R-1140-1782-0,\s879573,COCONUT WATER SPRKLNG GRPFT OG,12,12 OZ,10,31.6,11.85,0,green,http://yourURL?LOCATION=
A6-90-R-1140-1782-60,\s781267,RICE WILD BLEND,6,16 OZ,6.6,16.3,16.09,0,green,http://yourURL?LOCATION=
A6-93-L-1320-1830-0,\s748525,BEANS GARBANZO NSA,12,15 OZ,13.4,19.2,9.24,0,green,http://yourURL?LOCATION=
A6-98-L-1320-1890-60,\s338902,TUB LG CHOC BRIDGE MIX MILK,12,18 OZ,13.5,22.2,43.53,0,green,http://yourURL?LOCATION=
A6-98-R-1140-1890-0,\s197200,PASTA FRESH SPAGHETTI,6,12 OZ,4.5,21,10.06,0,green,http://yourURL?LOCATION=
A6-98-R-1140-1890-60,\s906666,LOLLIPOP MAGNETIC DISPLAY,120,1.10 OZ,10,17.8,35.4,0,green,http://yourURL?LOCATION=
A7-105-L-1548-1986-60,\s895611,TUB LG SNFLWR KRNL HNY,12,12 OZ,9,20.6,16.91,0,green,http://yourURL?LOCATION=
A7-106-R-1368-1998-0,\s360353,MILK ALMOND ORIG UNSWEETENED,6,64 OZ,24,93.4,15.9,0,green,http://yourURL?LOCATION=
A7-106-R-1368-1998-60,\s900869,HAM LOWER SODIUM,1,7#,7,33.6,2.9,0,green,http://yourURL?LOCATION=
A7-109-L-1548-2046-0,\s245514,BEER SALAMI,12,16 OZ,13,12.6,42.48,0,green,http://yourURL?LOCATION=
A7-109-L-1548-2046-60,\s802653,SAUCE SEAFOOD,12,8 OZ,11.1,20.6,13.65,0,green,http://yourURL?LOCATION=
A7-110-R-1368-2058-0,\s671583,CEREAL BLISSFULLY BERRY GF,6,10 OZ,3.75,11.4,17.4,0,green,http://yourURL?LOCATION=
A7-110-R-1368-2058-60,\s544186,FUB CHERRY,6,64 OZ,34,8,28.41,0,green,http://yourURL?LOCATION=
A7-118-L-1548-2154-60,\s237303,SALAMI HARD LOW FAT,2,6#,12,51.8,3.39,0,green,http://yourURL?LOCATION=
A7-11-R-1368-666-0,\s289100,SWISS ALPINE LACE SLICED,12,8 oz,6,8.8,28.5,0,green,http://yourURL?LOCATION=
A7-11-R-1368-666-60,\s482680,HAM APPLEWOOD SMOKED,2,3.5#,7,7.4,4.76,0,green,http://yourURL?LOCATION=
A7-127-R-1368-2286-0,\s375703,TUB LG VEGETABLE CHIPS,12,5 OZ,4.75,141.2,26.8,0,green,http://yourURL?LOCATION=
A7-127-R-1368-2286-60,\s945399,SHORTENING SUPER FRY DONUT,1,50#,50,0,36.44,0,green,http://yourURL?LOCATION=
A7-131-L-1548-2334-0,\s741303,CHEDDAR CHEESE 3 YEAR S308955,18,7 OZ,8.37,10.2,49.555,0,green,http://yourURL?LOCATION=
A7-131-L-1548-2334-60,\s610230,SAUSAGE BFAST CHORIZO,8,8 OZ,4,4.2,24.72,0,green,http://yourURL?LOCATION=
A7-131-R-1368-2334-0,\s610247,MEATBALLS SPICY MANGO JALAPENO,8,12 OZ,6,3.8,28.8,0,green,http://yourURL?LOCATION=
A7-131-R-1368-2334-60,\s708803,CHEDDAR HABANERO,12,8 OZ,6,23.4,32.16,0,green,http://yourURL?LOCATION=
A7-135-L-1548-2382-0,\s659800,OLIVES CALIF RIPE PITTED LRG,6,#10 CAN,39.75,8.6,56.72,0,green,http://yourURL?LOCATION=
A7-141-R-1368-2454-0,\s720800,PIZZA SAUCE W/BASIL 107 OZ,6,#10 CAN,40.13,94,28.85,0,green,http://yourURL?LOCATION=
A7-14-L-1548-714-0,\s919107,GYROS SLICES PREMIUM,12,7.2 OZ,5.4,2,30.5,0,green,http://yourURL?LOCATION=
A7-14-L-1548-714-60,\s526013,CHEESE SHINGLE ORG MUENSTER,12,6 OZ,4.5,9.2,41.04,0,green,http://yourURL?LOCATION=
A7-150-R-1368-2562-60,\s307400,PASTRAMI,2,7#,14,29.6,4.3,0,green,http://yourURL?LOCATION=
A7-154-L-1548-2610-0,\s744803,OIL FRYING SOY SELECT CRM ZTF,1,35#,35,92.8,33.42,0,green,http://yourURL?LOCATION=
A7-154-L-1548-2610-60,\s695128,EMMENTALER SWISS AOC,8,7 OZ,3.7,3.6,29.4,0,green,http://yourURL?LOCATION=
A7-155-R-1368-2622-0,\s859297,CHEDDAR CHEESE CURDS CAJUN,2,5#,10,3,3.01,0,green,http://yourURL?LOCATION=
A7-155-R-1368-2622-60,\s859314,CHEDDAR CHEESE CURDS GARLIC,2,5#,10,6.8,3.01,0,green,http://yourURL?LOCATION=
A7-159-L-1548-2670-0,\s925428,TURKEY OVEN ROASTED ABF,2,4.5#,9,2.4,4.79,0,green,http://yourURL?LOCATION=
A7-159-L-1548-2670-60,\s603715,VINEGAR CIDER PURE 5%,4,GALLON,35.7,97.2,9.56,0,green,http://yourURL?LOCATION=
A7-165-R-1368-2742-60,\s836737,RED CHERRIES  WHOLE MARASC,1,5 GAL,50,4.2,66.86,0,green,http://yourURL?LOCATION=
A7-178-L-1548-2898-0,\s442560,TUB MD MAPLE NUT GOODIE,12,11 OZ,8.25,20.8,24.88,0,green,http://yourURL?LOCATION=
A7-178-L-1548-2898-60,\s685421,BUTTER EASTER BUNNY SCULPTURE,12,4 OZ,3,0,29.64,0,green,http://yourURL?LOCATION=
A7-179-R-1368-2910-0,\s251490,HAM TAVERN HONEY CURED,2,9#,18,97.6,3.47,0,green,http://yourURL?LOCATION=
A7-179-R-1368-2910-60,\s925470,MORTADELLA,2,6#,12,2.2,2.94,0,green,http://yourURL?LOCATION=
A7-183-L-1548-2958-0,\s925463,HAM PEPPERED,2,6#,12,0.8,3.7,0,green,http://yourURL?LOCATION=
A7-183-L-1548-2958-60,\s925459,PROSCIUTTO BONELESS,2,4#,8,1.2,4.99,0,green,http://yourURL?LOCATION=
A7-184-R-1368-2970-0,\s925932,CHEESE SPREAD MERLOT CHEDDAR,12,8 OZ,6,3,29.98,0,green,http://yourURL?LOCATION=
A7-184-R-1368-2970-60,\s420228,DRESSING WHT BALSAMC VINAGRTTE,6,12 OZ,9,15.2,15.96,0,green,http://yourURL?LOCATION=
A7-188-L-1548-3018-0,\s649619,CHEDDAR GARLIC,12,8 OZ,6,4,30,0,green,http://yourURL?LOCATION=
A7-188-L-1548-3018-60,\s616877,PASTA SALAD KALE CAESAR,4,3.3#,13.23,19.4,2.47,0,green,http://yourURL?LOCATION=
A7-195-L-1548-3138-0,\s551503,BLUE CHS CRUMBLED CUP DENMARK,12,6 OZ,6,2.4,36.26,0,green,http://yourURL?LOCATION=
A7-195-L-1548-3138-48,\s488936,SHORTENING LIQUID FRY,1,35#,35,115,26.98,0,green,http://yourURL?LOCATION=
A7-195-L-1548-3138-84,\s357594,COLE SLAW CHOPPED DIXIE,2,4.5#,9,36.4,1.0455,0,green,http://yourURL?LOCATION=
A7-1-L-1548-390-60,\s758079,CEREAL HOT OATS STEEL CUT OG,4,24 OZ,6,6.6,9.51,1,red,http://yourURL?LOCATION=
A7-1-R-1368-390-0,\s643007,PAN ALUM STEAM HALF DEEP,100,13X10X3,9.5,54.6,26.16,0,green,http://yourURL?LOCATION=
A7-202-L-1548-3246-84,\s806600,FILLING LEMON,1,40#,42.1,6.8,34.78,0,green,http://yourURL?LOCATION=
A7-202-R-1368-3246-48,\s207903,TUB SM CHOC RAISINS MILK,12,13 OZ.,10.75,188.6,25.06,0,green,http://yourURL?LOCATION=
A7-202-R-1368-3246-84,\s904730,MASHED POTATOES PREMIUM,4,5#,20,98.4,1.01,0,green,http://yourURL?LOCATION=
A7-206-L-1548-3306-0,\s833223,SHORTENING CLEAR LIQUID,1,35#,37,100.2,17.33,0,green,http://yourURL?LOCATION=
A7-206-L-1548-3306-48,\s904796,MILK 1% GALLON CORRUGATED,4,1 GAL,36,100.4,9.3528,0,green,http://yourURL?LOCATION=
A7-206-R-1368-3306-0,\s823507,CHOCOLATE IVORY DECOR CURLS,1,10#,10,6.6,48.278,0,green,http://yourURL?LOCATION=
A7-206-R-1368-3306-48,\s823535,CHOCOLATE YELLOW CURLS,1,10#,10,2,48.583,0,green,http://yourURL?LOCATION=
A7-206-R-1368-3306-84,\s823528,CHOCOLATE RED CURLS,1,10#,10,0.6,48.583,0,green,http://yourURL?LOCATION=
A7-209-L-1548-3366-0,\s463103,MARTINS SAGE DRESSING-HPP,4,2.5#,10,0,2.38,0,green,http://yourURL?LOCATION=
A7-20-R-1368-822-0,\s726340,DRESSING SESAME GINGER NO CAL,6,12 OZ,11,2.8,11.6,0,green,http://yourURL?LOCATION=
A7-20-R-1368-822-60,\s759235,DRESSING HONEY DIJON NO CAL,6,12 OZ,8.5,1.2,11.6,0,green,http://yourURL?LOCATION=
A7-213-L-1548-3426-48,\s370633,SMOKIES BEEF MILD PROSPECT CH,3,2.5#,7.5,46.8,41.97,0,green,http://yourURL?LOCATION=
A7-213-L-1548-3426-84,\s368503,T-SACK-FIVE STAR,1000,12X7X20,15,116,24.41,0,green,http://yourURL?LOCATION=
A7-213-R-1368-3426-48,\s360537,CREAM WHIPPED AEROSAL LIGHT,12,7 OZ,5.25,50,13.37,0,green,http://yourURL?LOCATION=
A7-213-R-1368-3426-84,\s877406,CHICKEN TENDERS BONELESS,2,10#,20,222.6,2.18,0,green,http://yourURL?LOCATION=
A7-216-L-1548-3474-0,\s486103,LENTILS BROWN,1,55.1#,55.1,6.2,24.75,0,green,http://yourURL?LOCATION=
A7-219-L-1548-3534-0,\s102600,PICKLES SPEARS,1,5 GAL,45.6,152.2,17.96,1,red,http://yourURL?LOCATION=
A7-219-L-1548-3534-48,\s840832,CUP CLEAR 24OZ,600,EACH,28.35,1.8,49.95,0,green,http://yourURL?LOCATION=
A7-22-L-1548-870-60,\s852361,CHOCOLATE MLK/SEA SALT CARAMEL,130,.5 OZ,4.06,0,34.05,0,green,http://yourURL?LOCATION=
A7-38-R-1368-1086-0,\s145242,MACARONI AND CHEESE,2,5,10,37.6,3.19,0,green,http://yourURL?LOCATION=
A7-38-R-1368-1086-60,\s840478,SHIPPER CARAMEL SNACK DIPS,66,VARIOUS,74,0,185.14,0,green,http://yourURL?LOCATION=
A7-41-L-1548-1134-0,\s573603,BRIE 70% TRIPLE CREAM FRANCE,1,7#,7,8.4,5.4,0,green,http://yourURL?LOCATION=
A7-41-L-1548-1134-60,\s114902,BUTTERCHIP CONTINENTAL,4,200 CT,14.72,15.6,50.93,0,green,http://yourURL?LOCATION=
A7-42-R-1368-1146-0,\s278792,HONEY BUTTER PLAIN,12,8 OZ,6,10,23.04,0,green,http://yourURL?LOCATION=
A7-42-R-1368-1146-60,\s180503,CRAB DELIGHT FLAKES LOUIS KEMP,12,8 OZ.,6,47,17.28,0,green,http://yourURL?LOCATION=
A7-46-L-1548-1194-0,\s524721,CREAM WHIPPING ORGANIC PINT,12,16 OZ,12,111.2,30.48,0,green,http://yourURL?LOCATION=
A7-4-R-1368-498-60,\s738291,TORTILLA CHIP CORN BLUE OG,12,16 OZ,14,7.3,34.5,0,green,http://yourURL?LOCATION=
A7-51-R-1368-1254-0,\s420426,MUSHROOMS PIECES & STEMS,6,#10 CAN,46,82,34.9,0,green,http://yourURL?LOCATION=
A7-59-R-1368-1374-60,\s210903,TUB SM SUNFLOWER MEAT R/S,12,10 OZ.,8.5,38,14,0,green,http://yourURL?LOCATION=
A7-63-L-1548-1422-0,\s666058,HAM WHOLE KENTUCKY LEGEND,2,8#,16,20,3.06,0,green,http://yourURL?LOCATION=
A7-63-L-1548-1422-60,\s920794,SALAD MEDITERRANEAN ORZO,4,3.3,13.2,22.2,2.99,0,green,http://yourURL?LOCATION=
A7-63-R-1368-1422-0,\s920815,SALAD MORROCCAN CARROT QUINOA,4,3.3,13.2,9.4,2.99,0,green,http://yourURL?LOCATION=
A7-63-R-1368-1422-60,\s920808,SALAD SESAME GINGER 3 GRAIN,4,3.3,13.2,30.4,2.45,0,green,http://yourURL?LOCATION=
A7-67-L-1548-1470-0,\s920801,SALAD SUPER GRAIN,4,3.3,13.2,10.2,2.45,0,green,http://yourURL?LOCATION=
A7-67-L-1548-1470-60,\s262200,SALAD MERMAID ROTINI W/CRAB,2,5#,10,92.8,2.725,0,green,http://yourURL?LOCATION=
A7-6-R-1368-558-0,\s938371,PIZZA SAUCE FULL RED,6,#10 CAN,40,34,23.62,0,green,http://yourURL?LOCATION=
A7-6-R-1368-558-60,\s911596,DRESSING CAESAR ROASTED GARLIC,6,16 OZ,12,9.4,21.95,0,green,http://yourURL?LOCATION=
A7-84-L-1548-1698-0,\s600523,PEPPER JACK SAUCE,2,128 OZ,16.36,82.8,18.92,0,green,http://yourURL?LOCATION=
A7-84-L-1548-1698-60,\s644927,ROASTER GRANDE,100,10X8X4,17.52,72.4,31.86,0,green,http://yourURL?LOCATION=
A7-85-R-1368-1710-0,\s149223,HOT DOG 1# COLLAGEN CASING,10,1#,10,12.4,2.89,0,green,http://yourURL?LOCATION=
A7-85-R-1368-1710-60,\s214800,HOT DOG SKNLS WEINER LOW SOD,12,16 OZ,12,12.4,28.08,0,green,http://yourURL?LOCATION=
A7-88-L-1548-1758-0,\s870245,HAM LOWER SODIUM,1,7#,7,28.8,3.4,0,green,http://yourURL?LOCATION=
A7-88-L-1548-1758-60,\s936208,CHEESE MUENSTER SLICED,12,8 OZ,6,4,27.72,0,green,http://yourURL?LOCATION=
A7-89-R-1368-1770-0,\s879122,MARGARINE/BUTTER BLEND NH536,1,50#,50,0.8,78.59,0,green,http://yourURL?LOCATION=
A7-8-L-1548-606-0,\s911589,DRESSING AVOCADO VINAIGRT GF,6,16 OZ,12,15.6,21.95,0,green,http://yourURL?LOCATION=
A7-8-L-1548-606-60,\s911603,DRESSING BALSAMIC VINAIGRT FF,6,16 OZ,12,10.2,21.95,0,green,http://yourURL?LOCATION=
A7-97-L-1548-1878-0,\s273500,GRAVY SAUSAGE RTU 105 OZ,6,#10 CAN,39.3,18,48.18,1,red,http://yourURL?LOCATION=
A8-100-L-1776-1914-36,\s118500,POTATO MASHED,4,5#,20,116.2,18.93,2,red,http://yourURL?LOCATION=
A8-100-R-1596-1914-60,\s807500,FILLING APPLE TURNOVER,1,31#,33,19.6,40.68,0,green,http://yourURL?LOCATION=
A8-104-L-1776-1962-0,\s215552,PARMESAN GRATED BAG,16,8 OZ,8,32.8,35.7,0,green,http://yourURL?LOCATION=
A8-104-R-1596-1962-0,\s642904,CHEDDAR 150# MAMMOTH*,1,150#,150,0,2.67,0,green,http://yourURL?LOCATION=
A8-108-L-1776-2022-0,\s249014,TURKEY BREAST HONEY RSTD&SMKD,2,9#,18,141.2,3.46,0,green,http://yourURL?LOCATION=
A8-108-R-1596-2022-60,\s915558,SUB ASIAGO ITALIAN,4,6 OZ,1.5,1065.8,7.32,0,green,http://yourURL?LOCATION=
A8-10-R-1596-654-0,\s649803,MAYONNAISE EXTRA HEAVY BIB,1,4 GAL,29.98,38.8,25.78,1,red,http://yourURL?LOCATION=
A8-10-R-1596-654-60,\s642887,CHEDDAR 300# MAMMOTH*,1,300#,300,0,2.73,0,green,http://yourURL?LOCATION=
A8-111-L-1776-2070-36,\s612300,SESAME STIX HONEY ROASTED,1,40#,40,32.2,66,0,green,http://yourURL?LOCATION=
A8-112-L-1776-2082-0,\s796700,SACKS KRAFT-TOMS FOOD CENTERS,400,1/6-70#,56,17.8,31.26,0,green,http://yourURL?LOCATION=
A8-112-L-1776-2082-36,\s812700,GLAZE EZ USE DONUT,1,23#,23.5,43.8,29.9,0,green,http://yourURL?LOCATION=
A8-112-R-1596-2082-0,\s630970,DELI BAG SLIDEZIP-FESTIVAL,1000,10X8,12.13,95.8,29.7,1,red,http://yourURL?LOCATION=
A8-112-R-1596-2082-60,\s194603,CANDY CORN RED/WHT/BLUE,1,30#,31,0,31,0,green,http://yourURL?LOCATION=
A8-117-L-1776-2142-0,\s659000,OLIVES MANZ SPANISH STUFFED,4,128 OZ,40.5,17,42.32,2,red,http://yourURL?LOCATION=
A8-117-R-1596-2142-0,\s576316,BAGS SACK WHITE MARTINS,400,12X7X17,62,2.2,50.96,0,green,http://yourURL?LOCATION=
A8-117-R-1596-2142-60,\s720400,TOMATO DICED 102 OZ,6,#10 CAN,45,6.8,19.95,0,green,http://yourURL?LOCATION=
A8-121-L-1776-2190-36,\s911932,HAMS ½ BONE IN,5,8#,40,0,2.25,0,green,http://yourURL?LOCATION=
A8-125-L-1776-2250-36,\s465903,ROAST BEEF LOWER SODIUM,2,5.5#,14,11,5.25,0,green,http://yourURL?LOCATION=
A8-125-R-1596-2250-0,\s84153,XHAM SMKD APPLEWOOD SLICED ABF,6,6 OZ,3.01,0,18,0,green,http://yourURL?LOCATION=
A8-125-R-1596-2250-60,\s84154,XPASTRAMI SLICED ABF THIN,6,6 OZ,3.01,0,28.26,0,green,http://yourURL?LOCATION=
A8-128-L-1776-2298-36,\s843700,CRACKER SHIPPER,72,3.5 OZ.,40,0,116.48,0,green,http://yourURL?LOCATION=
A8-129-L-1776-2310-0,\s293298,CREAMER ND FF FRENCH VANILLA,6,32 OZ,13.98,11.2,11.7,0,green,http://yourURL?LOCATION=
A8-129-L-1776-2310-36,\s685303,DRESSING BAKED SAGE,6,16 OZ,6.65,0,17.8,0,green,http://yourURL?LOCATION=
A8-129-R-1596-2310-60,\s726748,FLOUR GARBANZO & FAVA GF,4,22 OZ,6,4.3,12.29,1,red,http://yourURL?LOCATION=
A8-133-L-1776-2358-36,\s848655,FROST TINS SNOWMAN ORNAMENTS,24,.4 OZ,2,0,16.42,0,green,http://yourURL?LOCATION=
A8-134-L-1776-2370-0,\s84164,XYOGURT GREEK POMEGRANATE 0%,12,5.3 OZ,3.975,11,11.64,0,green,http://yourURL?LOCATION=
A8-134-L-1776-2370-36,\s84165,XYOGURT GREEK PINEAPPLE 2%,12,5.3 OZ,3.975,35,11.64,0,green,http://yourURL?LOCATION=
A8-138-L-1776-2418-0,\s911946,HAMS 1/4  FOOTBALL,10,2#,20,0,2.76,0,green,http://yourURL?LOCATION=
A8-138-L-1776-2418-36,\s436185,PEACHES SLICED IN LIGHT SYRUP,6,#10 TIN,45,6,31.9,1,red,http://yourURL?LOCATION=
A8-138-R-1596-2418-60,\s910623,TEA PREMIUM 4 VARIETY SHIPPER,48,20 CT,12.1,0,88.8,0,green,http://yourURL?LOCATION=
A8-143-L-1776-2478-0,\s866794,BRIE TUBS,12,4.4 OZ,3.3,0,23.31,0,green,http://yourURL?LOCATION=
A8-143-L-1776-2478-36,\s953741,CANDY CANES RED & WHITE,36,12 CT,18,0,24.48,0,green,http://yourURL?LOCATION=
A8-143-R-1596-2478-0,\s941843,CHOC BAR DARK SEA SLT/ALMONDS,12,3 OZ,2.25,4.6,20.77,0,green,http://yourURL?LOCATION=
A8-143-R-1596-2478-60,\s869956,COOKIE PIZZELLE GINGERBREAD,12,7 OZ,3.375,0,26.76,0,green,http://yourURL?LOCATION=
A8-147-L-1776-2526-36,\s380187,MAYONNAISE PESTO,1,128 OZ,9.125,0.3,15.59,0,green,http://yourURL?LOCATION=
A8-148-L-1776-2538-0,\s928389,TURKEY PASTRAMI ABF,2,6#,12,0.2,5.52,0,green,http://yourURL?LOCATION=
A8-148-L-1776-2538-36,\s927962,HAM SLOW CKD NAT UNCURED,2,6-7#,14,0.6,4.92,0,green,http://yourURL?LOCATION=
A8-148-R-1596-2538-60,\s213400,SALAMI HARD OLD FASHIONED,6,6#,36,325.8,2.27,0,green,http://yourURL?LOCATION=
A8-14-L-1776-714-0,\s876688,T-SACK IGA HOMETOWN PROUD,1000,12X7X22,14,300,14.33,0,green,http://yourURL?LOCATION=
