LOCATION,\sITEM NO,ITEM DESCRIPTION,PACK,SIZE,ITEM WGT,WEEKLY MVMT,ITEM COST,CASES DAMAGED,COLOR_CASES DAMAGED,LINK_
B16-216-L-3810-3360-12,358743,CREAMER HALF/HALF TRADITIONAL,12,16 OZ,12,81.2,18.21,7,red,http://yourURL?LOCATION=
B16-216-L-3810-3360-60,358635,MILK LACTOSE FREE FAT FREE,6,64 OZ,24,37.6,18.18,1,red,http://yourURL?LOCATION=
B16-216-L-3810-3360-96,815913,CREAMER ALM MILK FRENCH VAN,6,32 OZ,12,41.4,20.64,1,red,http://yourURL?LOCATION=
B16-216-R-3630-3360-12,179100,FETA CRUMBLED REDUCED FAT CUP,12,5 OZ,4.75,50.6,30.34,0,green,http://yourURL?LOCATION=
B16-216-R-3630-3360-60,286816,MILK SOY VERY VANILLA ESL,6,64 OZ,26.75,22.2,16.32,1,red,http://yourURL?LOCATION=
B16-216-R-3630-3360-96,358452,MILK ORGANIC 1% LOWFAT,6,64 OZ,24,33.4,23.88,1,red,http://yourURL?LOCATION=
B16-219-L-3810-3420-12,383500,SOPPRESSATA LARGE FLAT,2,5.5#,11,21.4,5.82,0,green,http://yourURL?LOCATION=
B16-219-L-3810-3420-60,631015,ALMONDS SLIVER BLANCHED,1,25#,25,68.8,77.75,0,green,http://yourURL?LOCATION=
B16-219-L-3810-3420-96,674300,CUPS SOUP PAPER W/LID EXPRESN,132,12 OZ,6.9,27,21.03,0,green,http://yourURL?LOCATION=
B16-219-R-3630-3420-12,370700,BEANS PINTO 111 OZ,6,#10 CAN,41.625,16.8,20.27,0,green,http://yourURL?LOCATION=
B16-219-R-3630-3420-60,858617,JUICE ORANGE W/CALCIUM NFC,6,59 OZ,25.75,144.8,12.33,0,green,http://yourURL?LOCATION=
B16-219-R-3630-3420-96,470746,DRESSING BALSAMIC BASIL,2,GALLON,17.73,1,24.54,0,green,http://yourURL?LOCATION=
B16-222-L-3810-3468-12,651693,CHOCOLATE PECAN TORTS,12,6 OZ,4.5,2.2,28.81,2,red,http://yourURL?LOCATION=
B16-222-L-3810-3468-60,359064,KEFIR DRINK LF POMEGRANATE,6,32 OZ,12,63.8,13.4,1,red,http://yourURL?LOCATION=
B16-222-L-3810-3468-96,910189,KOMBUCHA LEMON GINGER OG,12,14 OZ,19,65.8,21.5,2,red,http://yourURL?LOCATION=
B16-222-R-3630-3468-12,279700,PEPPERONI SANDWICH STYLE,2,3#,7,29.2,2.57,0,green,http://yourURL?LOCATION=
B16-222-R-3630-3468-60,705342,LICORICE BITES RED CHERRY,2,12.5#,25,26.8,35.37,0,green,http://yourURL?LOCATION=
B16-222-R-3630-3468-96,657900,PIZZAZ MINI FRUIT SLICES,6,5#,30,7.6,69.414,0,green,http://yourURL?LOCATION=
B16-226-L-3810-3528-12,604148,GUMMI JET FIGHTERS,4,5#,21,0,21.66,0,green,http://yourURL?LOCATION=
B16-226-L-3810-3528-60,119636,COLBY JACK LONGHORN*,2,14.5#,28,29.4,1.924,0,green,http://yourURL?LOCATION=
B16-226-L-3810-3528-96,358461,MILK ORGANIC WHOLE,6,64 OZ,24,97,23.88,5,red,http://yourURL?LOCATION=
B16-226-R-3630-3528-12,100603,CHEESE WHITE CHEDDAR 6CT,12,4.2 OZ,3.15,46,27.75,0,green,http://yourURL?LOCATION=
B16-226-R-3630-3528-60,402661,LEMONADE STRAWBRRY GOLDEN BEAR,24,23 OZ,40.38,17,14.99,0,green,http://yourURL?LOCATION=
B16-226-R-3630-3528-96,649875,CANDY COATED SUNFLOWER KERNEL,6,5#,30,3.6,85.85,0,green,http://yourURL?LOCATION=
B16-229-L-3810-3576-12,499425,YOGURT ALMOND MIXED BERRY,12,6 OZ,4.5,47.2,12.99,0,green,http://yourURL?LOCATION=
B16-229-L-3810-3576-60,432564,MILK ALMOND UNSWEETENED,6,64 OZ,24,56.2,16.32,1,red,http://yourURL?LOCATION=
B16-229-L-3810-3576-96,101547,GUMMI MILITARY HEROES,4,5#,20,0,21.66,1,red,http://yourURL?LOCATION=
B16-229-R-3630-3576-12,210384,CREAMER ND CAFE ORIGINAL,6,32 OZ,12,17.2,10.26,1,red,http://yourURL?LOCATION=
B16-229-R-3630-3576-60,358773,MILK SOY VANILLA LIGHT,6,64 OZ,24,7.4,16.32,2,red,http://yourURL?LOCATION=
B16-229-R-3630-3576-96,466100,TURKEY BREAST HICKORY HONEY,2,9.5#,19,19.2,3.6,0,green,http://yourURL?LOCATION=
B16-234-L-3810-3636-12,838438,BASE SUPER DUTCH CHOCOLATE,6,#10 CAN,48,17.2,51.01,0,green,http://yourURL?LOCATION=
B16-234-L-3810-3636-60,432598,MILK ALMOND DARK CHOCOLATE,6,64 OZ,24,19.2,16.32,1,red,http://yourURL?LOCATION=
B16-234-L-3810-3636-96,768004,WHOLE BONELESS HAM,2,10-12 L,20,25.4,2.66,0,green,http://yourURL?LOCATION=
B16-234-R-3630-3636-12,677700,MIX DIET DELIGHT,1,25#,25,17.4,65.49,0,green,http://yourURL?LOCATION=
B16-234-R-3630-3636-60,360348,MILK ALMOND VANILLA,6,64 OZ,24,58.6,15.9,2,red,http://yourURL?LOCATION=
B16-234-R-3630-3636-96,299843,SALAD TRICOLOR CHICKPEA,4,3.3#,13.2,28.6,2.89,2,red,http://yourURL?LOCATION=
B16-238-L-3810-3684-12,922642,MEAL CHICKEN TANDOORI,4,9.5 OZ,2.75,17.6,16.56,1,red,http://yourURL?LOCATION=
B16-238-L-3810-3684-60,701282,DESSERT PISTACHIO DELIGHT,2,4#,8,180,1.995,2,red,http://yourURL?LOCATION=
B16-238-L-3810-3684-96,658821,TAFFY BLACK BULK,1,23#,23,12.2,32.43,0,green,http://yourURL?LOCATION=
B16-238-R-3630-3684-12,285100,BUTTER UNSALTED WHIPPED,12,8 OZ,6,33.4,24.49,0,green,http://yourURL?LOCATION=
B16-238-R-3630-3684-60,552363,CREAMER HAZELNUT,12,32 OZ,24,30.2,33,0,green,http://yourURL?LOCATION=
B16-238-R-3630-3684-96,509916,HAM SMOKED BROWN SUGAR,2,6.5#,13,77.4,2.35,0,green,http://yourURL?LOCATION=
B16-243-L-3810-3744-12,307300,PASTRAMI FLAT ROUND,2,6#,12,18,4.18,0,green,http://yourURL?LOCATION=
B16-243-L-3810-3744-60,358629,MILK LACTOSE FREE 2% RED FAT,6,64 OZ,27.5,91.2,18.18,1,red,http://yourURL?LOCATION=
B16-243-L-3810-3744-96,542571,SHIPPER CHS WDG LIT/ORIG 36CT,36,6 OZ,18,1,76.32,0,green,http://yourURL?LOCATION=
B16-243-R-3630-3744-12,502179,SUNFLOWER SEED KERNELS RS,1,30#,30,182.4,24,0,green,http://yourURL?LOCATION=
B16-243-R-3630-3744-60,431578,MILK LOWFAT 1% ORGANIC,6,64 OZ,24,99.6,22.02,1,red,http://yourURL?LOCATION=
B16-243-R-3630-3744-96,210266,PROTEIN BEVERAGE MILK CHOC,12,12 OZ,10.75,26.8,16.44,0,green,http://yourURL?LOCATION=
B16-247-L-3810-3792-12,838326,FRUIT SALAD TROPICAL MIX,6,#10 CAN,39.75,18,25.01,0,green,http://yourURL?LOCATION=
B16-247-L-3810-3792-60,358788,CREAMER SOY MILK FRNCH VANILLA,12,16 OZ,12,57,15.39,5,red,http://yourURL?LOCATION=
B16-247-L-3810-3792-96,511903,TAFFY SALT WATER BANANA,1,23#,24,0,32.6,0,green,http://yourURL?LOCATION=
B16-247-R-3630-3792-12,720003,PARMESAN SARVECCHIO WEDGE,12,5.3 OZ,4.29,18.2,33.2,0,green,http://yourURL?LOCATION=
B16-247-R-3630-3792-60,358770,MILK SOY PLAIN LIGHT,6,64 OZ,24,11.6,16.32,2,red,http://yourURL?LOCATION=
B16-247-R-3630-3792-96,832947,BEEF POT ROAST,4,5#,20,4.8,82.4,0,green,http://yourURL?LOCATION=
B16-252-L-3810-3852-12,280200,PICKLE & PIMENTO LOAF,3,3.2#,9,78.6,3.09,0,green,http://yourURL?LOCATION=
B16-252-L-3810-3852-60,358644,MILK LACTOSE FRE WHOLE,6,64 OZ,24,69.4,18.18,0,green,http://yourURL?LOCATION=
B16-252-L-3810-3852-96,482500,DIP MEXICANA,2,8#,16,37.8,2.91,0,green,http://yourURL?LOCATION=
B16-252-R-3630-3852-12,199402,CHEESE SPREAD PORTWINE,12,10 OZ,7.5,41.8,29.04,0,green,http://yourURL?LOCATION=
B16-252-R-3630-3852-60,904675,SHIPPER EMPTY 3 SHELF,1,1,12.5,216,26.51,0,green,http://yourURL?LOCATION=
B16-252-R-3630-3852-96,837900,CUPS DELI MICROLITE PP D08CR,500,8 OZ,8.27,335.8,19.66,2,red,http://yourURL?LOCATION=
B16-256-L-3810-3900-12,267141,SAUCE COCKTAIL ORIGINAL,12,8 OZ,6,18.4,20.28,0,green,http://yourURL?LOCATION=
B16-256-L-3810-3900-60,357582,MACARONI SALAD PACKAGED,6,3#,18,136.2,17.28,1,red,http://yourURL?LOCATION=
B16-256-L-3810-3900-96,253819,RICOTTA CHEESE LITE,6,15 OZ,5.63,15.4,12.03,0,green,http://yourURL?LOCATION=
B16-256-R-3630-3900-12,702000,HOT SAUCE ORIG CAYENNE PEPPER,4,128 OZ,48,18.4,45.05,0,green,http://yourURL?LOCATION=
B16-256-R-3630-3900-60,651727,CHOCOLATE PECAN DELIGHTS,12,3.75 OZ,2.81,2.4,24.25,1,red,http://yourURL?LOCATION=
B16-256-R-3630-3900-96,941682,TOFFEE POUCH COFFEE,12,4 OZ,3,3.8,33,0,green,http://yourURL?LOCATION=
B16-261-L-3810-3960-12,143208,CRACKER ROSEMARY OLIVE OIL,12,4.5 OZ,4.5,42.6,22.72,0,green,http://yourURL?LOCATION=
B16-261-L-3810-3960-60,358785,CREAMER SOY MILK ORIGINAL,12,16 OZ,12,42.2,15.39,2,red,http://yourURL?LOCATION=
B16-261-L-3810-3960-96,358434,MILK ORGANIC WHOLE DHA,6,64 OZ,24,25.8,25.56,2,red,http://yourURL?LOCATION=
B16-261-R-3630-3960-12,357885,POTATO SALAD PACKAGED,6,3#,18,18.6,18.3,0,green,http://yourURL?LOCATION=
B16-261-R-3630-3960-60,217065,CREAMER HALF/HALF FAT FREE,12,16 OZ,12,115,15.1,1,red,http://yourURL?LOCATION=
B16-261-R-3630-3960-96,930083,CAKE BITES PARTY CAKE IW,96,2 OZ,12,3.8,84.48,0,green,http://yourURL?LOCATION=
B17-127-L-4038-2172-0,125800,SWISS BABY LOAF,3,6.5#,19.5,183.2,2.8,0,green,http://yourURL?LOCATION=
B17-127-L-4038-2172-60,286901,MILK SOY CHOCOLATE LIGHT ESL,6,64 OZ,26.75,11.4,16.32,0,green,http://yourURL?LOCATION=
B17-127-L-4038-2172-84,512903,TAFFY SALT WATER WATERMELON,1,23#,24,0,32.6,0,green,http://yourURL?LOCATION=
B17-127-R-3858-2172-0,834476,BASE SORBET,4,128 OZ,45,18.6,34.2,0,green,http://yourURL?LOCATION=
B17-127-R-3858-2172-60,272519,CONCENTRATE ORANGE FBC,1,5 GAL,54,26.6,26.15,0,green,http://yourURL?LOCATION=
B17-132-L-4038-2232-0,839611,APPLE CINNAMON CARAMELS,1,23#,21.62,0,33.95,0,green,http://yourURL?LOCATION=
B17-132-L-4038-2232-60,297463,SWISS BABY LOAF,2,6#,14,45.6,2.6,0,green,http://yourURL?LOCATION=
B17-132-L-4038-2232-84,101551,GUMMI BEARS GRANNY SMITH,4,5#,20,0,21.66,0,green,http://yourURL?LOCATION=
B17-132-R-3858-2232-0,482216,PEPPERONI GRANDE,4,5#,19.66,54.8,3.37,0,green,http://yourURL?LOCATION=
B17-132-R-3858-2232-60,929607,TURKEY DICED,10,16 OZ,10,13.8,2.47,0,green,http://yourURL?LOCATION=
B17-136-L-4038-2280-0,496297,SALAD EGG CAFE STYLE,2,5#,10,47.2,2.995,0,green,http://yourURL?LOCATION=
B17-136-L-4038-2280-60,563400,SOUP BROCCOLI & CHEESE,2,8#,16,51.8,2.195,0,green,http://yourURL?LOCATION=
B17-136-L-4038-2280-84,218170,YOGURT GREEK STRAWBERRY 0%,6,32 OZ,12,43.2,24.42,1,red,http://yourURL?LOCATION=
B17-136-R-3858-2280-0,181200,DRESSING BUTTERMILK RANCH LT,6,15 OZ,10,18.8,15.96,0,green,http://yourURL?LOCATION=
B17-136-R-3858-2280-60,327402,HUMMUS W/PRETZEL RST RED PEPP,12,4.56 OZ,4.28,182.4,13.44,0,green,http://yourURL?LOCATION=
B17-141-L-4038-2340-0,906926,LID PARTY TRAY DOME A12PETDM,25,12X2.75,4.4,31,18.21,0,green,http://yourURL?LOCATION=
B17-141-L-4038-2340-60,272553,CONCENTRATE BLUE RASPBERRY FCB,1,5 GAL,54,171.2,26.15,2,red,http://yourURL?LOCATION=
B17-141-L-4038-2340-84,119503,MACARONI SALAD PACKAGED,6,3#,18,38.4,26.46,1,red,http://yourURL?LOCATION=
B17-141-R-3858-2340-0,212200,CORNED BEEF BOTTOM ROUND#4000,2,7.5#,16,15.8,3.97,0,green,http://yourURL?LOCATION=
B17-141-R-3858-2340-60,609200,BOX HOT FOOD-EXPRESSIONS,250,9X5X3,25.8,53.4,44.58,0,green,http://yourURL?LOCATION=
B17-146-L-4038-2400-0,840767,ICING BLACK ZTF,1,14#,14,4.6,26.5,0,green,http://yourURL?LOCATION=
B17-146-L-4038-2400-60,210401,CREAMER ND CAFE FRNCH VANILLA,6,32 OZ,12,100.2,11.7,0,green,http://yourURL?LOCATION=
B17-146-L-4038-2400-84,272621,CONCENTRATE GREEN APPLE FCB,1,5 GAL,54,23.8,26.15,0,green,http://yourURL?LOCATION=
B17-146-R-3858-2400-0,670257,SPRAY PAN BAK-KLENE ZT,6,14 OZ,5.24,99.2,22.65,0,green,http://yourURL?LOCATION=
B17-146-R-3858-2400-60,276922,YOGURT GREEK PASSION FRUIT 2%,12,5.3 OZ,3.975,103.2,11.64,0,green,http://yourURL?LOCATION=
B17-151-L-4038-2460-60,228500,HAM COOKED WATER ADDED,2,12#,24,30.6,1.79,0,green,http://yourURL?LOCATION=
B17-151-L-4038-2460-84,881531,DIP FRENCH ONION,12,8 OZ,6,92,5.62,0,green,http://yourURL?LOCATION=
B17-151-R-3858-2460-0,938574,BITBITS SHIPPER DISPLAYS,1,EACH,10,200.4,0.0001,0,green,http://yourURL?LOCATION=
B17-151-R-3858-2460-60,931483,TUB DATE COCONUT ROLL,12,12 OZ,9,4.4,41.3005,0,green,http://yourURL?LOCATION=
B17-155-L-4038-2508-0,594369,TUB SM GUMMI STARWBERRIES,12,10 OZ,7.5,0,20.1,17,red,http://yourURL?LOCATION=
B17-155-L-4038-2508-60,512953,SUPER SHOT CHERRY SF,1,3 GAL,33,77.2,11.8,1,red,http://yourURL?LOCATION=
B17-155-L-4038-2508-84,897129,VINEGAR APPLE CIDER OG,12,16 OZ,20.5,138,27.05,0,green,http://yourURL?LOCATION=
B17-155-R-3858-2508-0,357957,CORNED BEEF,2,6#,12,19.4,3.35,0,green,http://yourURL?LOCATION=
B17-155-R-3858-2508-60,391611,SUPER SHOT PEACH SF,1,3 GAL,27,12,11.8,0,green,http://yourURL?LOCATION=
B17-160-L-4038-2568-0,931497,TUB FIGS GOLDEN CALIF. ORGANIC,24,8 OZ,12,1.3,73.7339,0,green,http://yourURL?LOCATION=
B17-160-L-4038-2568-60,832565,CONE CAKE 30S SLEEVE,30,25 CT,11.79,4.4,37.06,1,red,http://yourURL?LOCATION=
B17-160-L-4038-2568-84,946337,MILK GRASS UHT 2% OG,6,64 OZ,28,5,25.74,0,green,http://yourURL?LOCATION=
B17-160-R-3858-2568-60,490300,NOODLES AMISH MEDIUM,12,16 OZ,13,18.4,22.04,0,green,http://yourURL?LOCATION=
B17-165-L-4038-2628-0,272570,CONCENTRATE CHERRY (RED) FCB,1,5 GAL,54,240.6,26.15,0,green,http://yourURL?LOCATION=
B17-165-L-4038-2628-60,931504,TUB DATES DEGLET NOOR PITTD OG,24,1#,24,2.3,75.4679,0,green,http://yourURL?LOCATION=
B17-165-L-4038-2628-84,134242,MUENSTER LOAF,2,5#,12,27,2.295,0,green,http://yourURL?LOCATION=
B17-165-R-3858-2628-0,796503,BABY RIBBON,1,21#,22,0,34.03,1,red,http://yourURL?LOCATION=
B17-165-R-3858-2628-60,969518,STEAK PAPER BLACK,1000,10X30,28.5,9.6,47.75,0,green,http://yourURL?LOCATION=
B17-170-L-4038-2688-0,948409,SALAD CHICKEN CAESAR,4,6.25 OZ,1.56,216.7,8.48,0,green,http://yourURL?LOCATION=
B17-170-L-4038-2688-60,539766,ALMOND BARK DARK CHOCOLATE,1,10#,10,0,38.6,0,green,http://yourURL?LOCATION=
B17-170-L-4038-2688-84,467431,LEMONADE STRAWBERRY BIB,1,2.5 GAL,27.3,145,29,0,green,http://yourURL?LOCATION=
B17-170-R-3858-2688-0,490000,NOODLES AMISH KLUSKI,12,16 OZ,12,17.4,22.04,0,green,http://yourURL?LOCATION=
B17-170-R-3858-2688-60,301985,TEA ARNOLD PALMER BAG IN A BOX,1,2.5 GAL,26.75,149,29,0,green,http://yourURL?LOCATION=
B17-174-L-4038-2736-0,889011,BUCKEYES BULK 50CT PACK,12,2#,24,5.2,153.75,0,green,http://yourURL?LOCATION=
B17-174-L-4038-2736-60,206500,WEINER SKINLESS 8-1,6,2#,12,34.2,2.31,0,green,http://yourURL?LOCATION=
B17-174-L-4038-2736-84,359574,YOGURT ORIG CHERRY,12,6 OZ,4.5,89.8,6.41,0,green,http://yourURL?LOCATION=
B17-174-R-3858-2736-0,182003,PRETZELS YOGURT PATRIOTIC STAR SGR,1,15#,15,0,26.45,0,green,http://yourURL?LOCATION=
B17-174-R-3858-2736-60,102400,BLUE CHEESE*,1,7#,7,21,2.8355,0,green,http://yourURL?LOCATION=
B17-179-L-4038-2796-0,301951,TEA SWEET BAG IN A BOX,1,2.5 GAL,26.75,66,29,0,green,http://yourURL?LOCATION=
B17-179-L-4038-2796-60,754004,YOGURT FRENCH VANILLA WHL MLK,6,32 OZ,12.5,104.6,17.16,0,green,http://yourURL?LOCATION=
B17-179-L-4038-2796-84,359595,YOGURT ORIG STRAWBERRY BANANA,12,6 OZ,4.5,96,6.41,2,red,http://yourURL?LOCATION=
B17-179-R-3858-2796-0,796603,CHOCOLATE STRAWS,1,25#,26,0,37.76,0,green,http://yourURL?LOCATION=
B17-179-R-3858-2796-60,327502,HUMMUS W/PRETZEL RSTD GARLIC,12,4.56 OZ,4.28,125.4,13.44,0,green,http://yourURL?LOCATION=
B17-184-L-4038-2856-0,542945,CREAMER VANILLA CARAMEL,6,16 OZ,6,61.8,9.6,0,green,http://yourURL?LOCATION=
B17-184-L-4038-2856-84,342403,CASELINER GRIPNET ROLL BLACK,1,"48""X60'",18,19.2,31.05,0,green,http://yourURL?LOCATION=
B17-184-R-3858-2856-0,490400,NOODLES AMISH OLD FASHION WIDE,12,16 OZ,13,21.4,22.04,0,green,http://yourURL?LOCATION=
B17-184-R-3858-2856-60,217810,YOGURT SIMPLY 100 STRAWBERRY,12,5.3 OZ,4,88.4,11.64,0,green,http://yourURL?LOCATION=
B17-189-L-4038-2916-0,278571,PRETZEL CHOC STAR PATRIOTIC,1,15#,15,0,27.5,0,green,http://yourURL?LOCATION=
B17-189-L-4038-2916-60,633690,CHEDDAR MILD,2,5#,10,14.2,2.072,0,green,http://yourURL?LOCATION=
B17-189-L-4038-2916-84,926562,KOMBUCHA GINGER PROBIOTIC OG,12,15.2 OZ,11.4,12.8,21.6,0,green,http://yourURL?LOCATION=
B17-189-R-3858-2916-0,228902,BOX DONUT AUTO WINDOW DELIGHTS,100,16X12X2,27,13.6,46.44,0,green,http://yourURL?LOCATION=
B17-189-R-3858-2916-60,835327,TURKEY PEPPERED HOMESTYLE,2,7#,16,64,5.1,0,green,http://yourURL?LOCATION=
B17-191-L-4038-2964-0,946330,MILK GRASS UHT WHOLE OG,6,64 OZ,28,5,25.74,0,green,http://yourURL?LOCATION=
B17-191-L-4038-2964-60,911057,BISTRO BOX PROTEIN,4,7.7 OZ,2,99.6,8.75,0,green,http://yourURL?LOCATION=
B17-191-L-4038-2964-84,752656,HANK'S BLACK CHERRY,6,4 PK,33.15,19.3,18,0,green,http://yourURL?LOCATION=
B17-191-R-3858-2964-0,691507,LEMONADE RASPBERRY,6,59 OZ,25.75,285,7.44,1,red,http://yourURL?LOCATION=
B17-191-R-3858-2964-60,666900,BAGS WIND BROWN FRENCH BREAD,1000,4X2X28,28.5,4.6,66.62,0,green,http://yourURL?LOCATION=
B17-195-L-4038-3024-0,362847,WIENERS NATURAL CASING,4,48 OZ,12,16.2,40.22,0,green,http://yourURL?LOCATION=
B17-195-L-4038-3024-48,791365,TOMATO CRUSHED,12,28 OZ,24.2,36.7,21.48,2,red,http://yourURL?LOCATION=
B17-195-R-3858-3024-0,603948,GUMMI RINGS FREEDOM RED WHT BL,4,4.5#,21,0,20.32,0,green,http://yourURL?LOCATION=
B17-195-R-3858-3024-60,594386,TUB SM GUMMI WATERMELON SLCS,12,9 OZ,6.75,0,17.9,0,green,http://yourURL?LOCATION=
B17-198-L-4038-3072-0,301968,TEA GREEN BAG IN A BOX,1,2.5 GAL,26.75,100.6,29,0,green,http://yourURL?LOCATION=
B17-199-L-4038-3084-0,242703,MACARONI SALAD PACKAGED,12,16 OZ.,14,85.6,16.92,0,green,http://yourURL?LOCATION=
B17-199-L-4038-3084-60,217815,YOGURT SIMPLY 100 VANILLA,12,5.3 OZ,4,81.2,11.64,0,green,http://yourURL?LOCATION=
B17-199-L-4038-3084-84,482561,SWEETENER TEA,30,10 OZ,27,96,22.5,0,green,http://yourURL?LOCATION=
B17-199-R-3858-3084-0,779025,TUB LG GUMMI WORMS,12,16 OZ,13,209.4,22.2,0,green,http://yourURL?LOCATION=
B17-199-R-3858-3084-60,180821,CHEESE CUBES SWISS,5,2#,10,19,36.4,0,green,http://yourURL?LOCATION=
B17-203-L-4038-3144-60,100688,SALAMI GENOA,4,4#,16,19.4,4.49,0,green,http://yourURL?LOCATION=
B17-203-L-4038-3144-84,184600,GELATIN FUN PAK SUGAR FR,4,12/3.25,12,60.8,8.9175,0,green,http://yourURL?LOCATION=
B17-203-R-3858-3144-0,193400,CREAMER FRENCH VANILLA,288,1/2 OZ,12,86.6,16.3,1,red,http://yourURL?LOCATION=
B17-203-R-3858-3144-60,701214,DESSERT CHERRY DELIGHT,2,4#,8,75.6,1.955,0,green,http://yourURL?LOCATION=
B17-206-L-4038-3192-0,876705,T-SACK THANK YOU FLAG  BLUE,1000,12X7X22,14,106,14.2,0,green,http://yourURL?LOCATION=
B17-206-L-4038-3192-60,243200,PEPPERONI SLICED,2,12.5#,25,187.4,2.59,0,green,http://yourURL?LOCATION=
B17-206-L-4038-3192-84,916217,CONT STYRO 1-COMP PERF #205HT1,200,9X6X3,8.3,88.2,14.12,0,green,http://yourURL?LOCATION=
B17-206-R-3858-3192-0,394212,COOKIES SUGAR FLOWER SPRING,1,5#,5,0,15.35,0,green,http://yourURL?LOCATION=
B17-206-R-3858-3192-60,893906,POTATOES MASHED WHIPPED,12,32 OZ,24,240,19.54,1,red,http://yourURL?LOCATION=
B17-209-L-4038-3252-0,524300,CHEESE LIGHT BLUE 6CT,12,4.5 OZ,3.38,69.8,27.75,0,green,http://yourURL?LOCATION=
B17-209-L-4038-3252-60,762936,DIP TACO SOUR CREAM 11 OZ,6,11 OZ,4.13,19.8,13.17,0,green,http://yourURL?LOCATION=
B17-209-L-4038-3252-84,156800,LETTUCE SALAD MIX W/COLOR,4,5#,21.43,88.4,15.3,0,green,http://yourURL?LOCATION=
B17-209-R-3858-3252-0,285432,BEANS BAKED W/BEEF,6,3#,18,27.6,1.91,1,red,http://yourURL?LOCATION=
B17-209-R-3858-3252-60,360198,RICOTTA CHEESE PART SKIM,6,30 OZ,11.25,20.2,16.88,0,green,http://yourURL?LOCATION=
B17-213-L-4038-3312-0,462569,TWINKIES MULTIPACK 10CT,6,13.58OZ,5.09,20.4,16.57,1,red,http://yourURL?LOCATION=
B17-213-L-4038-3312-60,823900,DIP CARAMEL,12,16 OZ,16,20.6,28.92,1,red,http://yourURL?LOCATION=
B17-213-L-4038-3312-84,101433,DIP SPINACH,6,14 OZ,6,142.6,9.77,0,green,http://yourURL?LOCATION=
B17-213-R-3858-3312-0,275400,BOLOGNA BEEF,2,9#,18,84.4,2.79,0,green,http://yourURL?LOCATION=
B17-213-R-3858-3312-60,837451,CREAM CHEESE BULK PHILLY,1,50#,50,20.6,2.0042,0,green,http://yourURL?LOCATION=
B17-217-L-4038-3372-0,531844,COFFEE HOUSE BLEND,128,2.5 OZ,20,65.2,64.5,0,green,http://yourURL?LOCATION=
B17-217-L-4038-3372-60,105375,CREAMER HALF & HALF,384,3/8 OZ,6,78,17.17,1,red,http://yourURL?LOCATION=
B17-217-L-4038-3372-84,603848,GUMMI BEAR FREEDOM RED.WHT.BLU,4,5#,21,0,21.66,0,green,http://yourURL?LOCATION=
B17-217-R-3858-3372-0,938462,BITBITS RICE CRSPS WHT CHOC,18,1.41 OZ,12.7,268.8,8.55,0,green,http://yourURL?LOCATION=
B17-217-R-3858-3372-60,691439,JUICE ORANGE NFC,6,59 OZ,25.75,303.6,12.33,0,green,http://yourURL?LOCATION=
B17-219-L-4038-3420-0,391696,SUPER SHOT MANGO SF,1,3 GAL,27,14,11.8,0,green,http://yourURL?LOCATION=
B17-219-L-4038-3420-60,938483,BITBITS RICE CRSPS STRWBRRY,18,1.41 OZ,12.7,277,8.55,0,green,http://yourURL?LOCATION=
B17-219-L-4038-3420-84,841469,SALAMI HARD SLICED,8,2#,16,99,3.39,0,green,http://yourURL?LOCATION=
B17-219-R-3858-3420-0,513053,SUPER SHOT VANILLA SF,1,3 GAL,33,57,11.8,0,green,http://yourURL?LOCATION=
B17-219-R-3858-3420-60,640439,GLOVES NITRILE BLUE PF XL,5,200 CT,8.3,69.4,43.7,1,red,http://yourURL?LOCATION=
B17-223-L-4038-3480-0,502621,TEA CAROLINA HONEY,12,13.5 OZ,20,54.4,16.2,0,green,http://yourURL?LOCATION=
B17-223-L-4038-3480-60,475489,YOGURT GREEK BLENDED KEY LIME,12,5.3 OZ,3.975,176,11.64,0,green,http://yourURL?LOCATION=
B17-223-L-4038-3480-84,242803,COLE SLAW PACKAGED,6,15 OZ.,6.5,168.4,8.43,0,green,http://yourURL?LOCATION=
B17-223-R-3858-3480-0,807800,FILLING RASPBERRY CREST,1,32#,34,20.8,33.75,1,red,http://yourURL?LOCATION=
B17-223-R-3858-3480-60,943705,KOMBUCHA SYNERGY TRILOGY OG,6,48 OZ,32.4,20.8,27.35,0,green,http://yourURL?LOCATION=
B17-227-L-4038-3540-0,143800,PASTA SALAD SPAGHETTI,2,5#,10,139.8,1.96,0,green,http://yourURL?LOCATION=
B17-227-L-4038-3540-60,357642,TUB SM ALMOND WHOLE RAW,12,10 OZ,12.2,214,27.94,0,green,http://yourURL?LOCATION=
B17-227-L-4038-3540-84,625734,CONE CAKE BABY CUP 10D DISP,10,100 CT,15.5,1,55.75,0,green,http://yourURL?LOCATION=
B17-227-R-3858-3540-0,789725,POPCORN SEEDS YELLOW,1,50#,50.6,21,13,0,green,http://yourURL?LOCATION=
B17-227-R-3858-3540-60,858668,LEMONADE RASPBERRY,6,59 OZ,25.75,140.8,7.44,0,green,http://yourURL?LOCATION=
B17-231-L-4038-3600-0,427243,TUB MD GUMMI FREEDOM RINGS,12,11 OZ,8.25,0,19.1,0,green,http://yourURL?LOCATION=
B17-231-L-4038-3600-60,197400,PASTA FRESH FETTUCCINI,6,12 OZ,4.5,28.2,10.06,0,green,http://yourURL?LOCATION=
